"GAME_DATE_EST","Team","PTS","REB","AST","FG_PCT","FT_PCT","FG_3_PCT","WIN","rest_days","rest_category"
2016-12-26,"MIL",102,42,27,0.46,0.696,0.3,0,3,"2+"
2016-12-28,"MIL",119,38,36,0.571,0.75,0.5,1,2,"1"
2016-12-30,"MIL",99,29,22,0.541,0.647,0.444,0,2,"1"
2016-12-31,"MIL",116,42,29,0.566,0.778,0.6,1,1,"0"
2017-01-02,"MIL",98,39,21,0.481,0.625,0.368,1,2,"1"
2017-01-04,"MIL",105,42,20,0.474,0.71,0.321,1,2,"1"
2017-01-06,"MIL",111,35,24,0.5,0.75,0.545,0,2,"1"
2017-01-08,"MIL",101,32,25,0.463,0.9,0.391,0,2,"1"
2017-01-10,"MIL",109,38,32,0.524,0.846,0.526,1,2,"1"
2017-01-13,"MIL",116,46,28,0.5,0.871,0.6,1,3,"2+"
2017-01-15,"MIL",98,36,25,0.494,0.778,0.316,0,2,"1"
2017-01-16,"MIL",104,38,23,0.472,0.682,0.357,0,1,"0"
2017-01-18,"MIL",92,50,26,0.398,0.786,0.25,0,2,"1"
2017-01-20,"MIL",96,40,21,0.41,0.692,0.4,0,2,"1"
2017-01-21,"MIL",97,41,17,0.418,0.781,0.333,0,1,"0"
2017-01-23,"MIL",127,37,31,0.588,0.815,0.478,1,2,"1"
2017-01-25,"MIL",109,37,26,0.462,0.783,0.25,0,2,"1"
2017-01-27,"MIL",86,43,19,0.388,0.708,0.304,0,2,"1"
2017-01-28,"MIL",108,47,23,0.425,0.781,0.429,0,1,"0"
2017-02-01,"MIL",88,39,19,0.438,0.6,0.391,0,4,"2+"
2017-02-03,"MIL",117,38,26,0.542,0.783,0.375,0,2,"1"
2017-02-04,"MIL",137,44,29,0.634,0.743,0.412,1,1,"0"
2017-02-08,"MIL",88,33,18,0.465,0.571,0.4,0,4,"2+"
2017-02-10,"MIL",114,34,27,0.526,0.839,0.286,0,2,"1"
2017-02-11,"MIL",116,37,28,0.479,0.784,0.548,1,1,"0"
2017-02-13,"MIL",102,33,26,0.506,1,0.286,1,2,"1"
2017-02-15,"MIL",129,39,27,0.568,0.688,0.467,1,2,"1"
2017-02-24,"MIL",95,35,15,0.432,0.828,0.389,0,9,"2+"
2017-02-26,"MIL",100,33,26,0.513,0.889,0.3,1,2,"1"
2017-02-27,"MIL",95,33,27,0.446,0.625,0.367,0,1,"0"
2017-03-01,"MIL",98,34,26,0.458,0.867,0.5,0,2,"1"
2017-03-03,"MIL",112,25,35,0.55,0.933,0.4,1,2,"1"
2017-03-04,"MIL",101,42,16,0.437,0.826,0.222,1,1,"0"
2017-03-06,"MIL",112,41,28,0.494,0.8,0.424,1,2,"1"
2017-03-08,"MIL",104,46,26,0.43,0.786,0.308,1,2,"1"
2017-03-10,"MIL",99,34,17,0.516,0.867,0.412,1,2,"1"
2017-03-11,"MIL",102,40,19,0.463,0.87,0.4,1,1,"0"
2017-03-13,"MIL",93,32,21,0.463,0.85,0.538,0,2,"1"
2017-03-15,"MIL",97,36,22,0.447,0.76,0.345,1,2,"1"
2017-03-17,"MIL",107,43,22,0.488,0.767,0.167,1,2,"1"
2017-03-18,"MIL",92,35,19,0.404,0.786,0.333,0,1,"0"
2017-03-21,"MIL",93,49,16,0.422,0.833,0.438,1,3,"2+"
2017-03-22,"MIL",116,38,28,0.531,0.737,0.457,1,1,"0"
2017-03-24,"MIL",100,35,27,0.443,0.875,0.296,1,2,"1"
2017-03-26,"MIL",94,34,20,0.44,0.765,0.304,0,2,"1"
2017-03-28,"MIL",118,42,31,0.622,0.706,0.467,1,2,"1"
2017-03-29,"MIL",103,35,27,0.526,0.765,0.364,1,1,"0"
2017-03-31,"MIL",108,48,25,0.417,0.706,0.389,1,2,"1"
2017-04-02,"MIL",105,33,25,0.506,0.833,0.353,0,2,"1"
2017-04-04,"MIL",79,38,16,0.358,0.692,0.167,0,2,"1"
2017-04-06,"MIL",89,32,21,0.465,0.857,0.458,0,2,"1"
2017-04-08,"MIL",90,43,18,0.443,0.7,0.222,1,2,"1"
2017-04-10,"MIL",89,46,28,0.449,0.6,0.593,1,2,"1"
2017-04-12,"MIL",94,43,26,0.44,0.824,0.261,0,2,"1"
2016-10-30,"GSW",106,43,27,0.422,0.848,0.276,1,2,"1"
2016-11-01,"GSW",127,45,36,0.562,0.739,0.385,1,2,"1"
2016-11-03,"GSW",122,46,27,0.517,0.8,0.467,1,2,"1"
2016-11-04,"GSW",97,40,26,0.453,0.7,0.156,0,1,"0"
2016-11-07,"GSW",116,38,35,0.5,0.833,0.457,1,3,"2+"
2016-11-09,"GSW",116,39,33,0.581,0.591,0.515,1,2,"1"
2016-11-10,"GSW",125,44,33,0.541,0.95,0.467,1,1,"0"
2016-11-13,"GSW",133,43,32,0.517,0.871,0.485,1,3,"2+"
2016-11-16,"GSW",127,35,33,0.506,0.929,0.361,1,3,"2+"
2016-11-18,"GSW",104,50,33,0.489,0.583,0.321,1,2,"1"
2016-11-19,"GSW",124,45,30,0.442,0.813,0.368,1,1,"0"
2016-11-21,"GSW",120,60,31,0.444,0.844,0.361,1,2,"1"
2016-11-23,"GSW",149,48,47,0.616,0.686,0.528,1,2,"1"
2016-11-25,"GSW",109,44,31,0.518,0.706,0.393,1,2,"1"
2016-11-26,"GSW",115,45,25,0.556,0.824,0.5,1,1,"0"
2016-11-28,"GSW",105,41,25,0.435,0.792,0.343,1,2,"1"
2016-12-01,"GSW",127,54,31,0.413,0.784,0.273,0,3,"2+"
2016-12-03,"GSW",138,38,37,0.628,0.765,0.667,1,2,"1"
2016-12-05,"GSW",142,54,45,0.519,0.769,0.378,1,2,"1"
2016-12-07,"GSW",115,46,32,0.472,0.828,0.226,1,2,"1"
2016-12-08,"GSW",106,47,26,0.488,0.696,0.414,1,1,"0"
2016-12-10,"GSW",89,42,15,0.442,0.6,0.333,0,2,"1"
2016-12-11,"GSW",116,37,30,0.458,0.9,0.406,1,1,"0"
2016-12-13,"GSW",113,45,30,0.442,0.789,0.412,1,2,"1"
2016-12-15,"GSW",103,57,41,0.469,0.5,0.281,1,2,"1"
2016-12-17,"GSW",135,56,36,0.586,0.731,0.5,1,2,"1"
2016-12-20,"GSW",104,50,24,0.444,0.882,0.391,1,3,"2+"
2016-12-22,"GSW",117,51,29,0.452,0.786,0.324,1,2,"1"
2016-12-23,"GSW",119,41,35,0.558,0.917,0.407,1,1,"0"
2016-12-25,"GSW",108,42,25,0.481,0.862,0.3,0,2,"1"
2016-12-28,"GSW",121,51,33,0.568,0.833,0.609,1,3,"2+"
2016-12-30,"GSW",108,43,31,0.5,0.867,0.333,1,2,"1"
2017-01-02,"GSW",127,43,33,0.526,0.762,0.44,1,3,"2+"
2017-01-04,"GSW",125,39,31,0.506,0.828,0.361,1,2,"1"
2017-01-06,"GSW",119,44,23,0.494,0.744,0.267,0,2,"1"
2017-01-08,"GSW",117,46,33,0.506,0.85,0.345,1,2,"1"
2017-01-10,"GSW",107,48,28,0.453,0.818,0.407,1,2,"1"
2017-01-12,"GSW",127,37,39,0.562,0.667,0.517,1,2,"1"
2017-01-16,"GSW",126,58,37,0.505,0.792,0.441,1,4,"2+"
2017-01-18,"GSW",121,46,35,0.541,0.704,0.476,1,2,"1"
2017-01-20,"GSW",125,41,30,0.528,0.762,0.395,1,2,"1"
2017-01-22,"GSW",118,52,27,0.472,0.789,0.452,1,2,"1"
2017-01-23,"GSW",102,43,27,0.466,0.6,0.267,0,1,"0"
2017-01-25,"GSW",113,41,23,0.476,0.889,0.393,1,2,"1"
2017-01-28,"GSW",144,48,35,0.62,0.813,0.5,1,3,"2+"
2017-01-29,"GSW",113,39,28,0.456,0.846,0.308,1,1,"0"
2017-02-01,"GSW",126,47,35,0.49,0.786,0.438,1,3,"2+"
2017-02-02,"GSW",133,46,38,0.525,0.833,0.412,1,1,"0"
2017-02-04,"GSW",106,40,22,0.414,0.792,0.341,0,2,"1"
2017-02-08,"GSW",123,45,37,0.565,0.923,0.536,1,4,"2+"
2017-02-10,"GSW",122,34,31,0.506,0.763,0.455,1,2,"1"
2017-02-11,"GSW",130,40,28,0.529,0.714,0.419,1,1,"0"
2017-02-13,"GSW",110,27,25,0.489,0.923,0.25,0,2,"1"
2017-02-15,"GSW",109,46,32,0.488,0.667,0.361,1,2,"1"
2017-02-23,"GSW",123,53,31,0.531,0.923,0.52,1,8,"2+"
2017-02-25,"GSW",112,52,30,0.42,0.773,0.355,1,2,"1"
2017-02-27,"GSW",119,45,31,0.449,0.846,0.207,1,2,"1"
2017-02-28,"GSW",108,41,28,0.464,0.815,0.276,0,1,"0"
2017-03-02,"GSW",87,41,23,0.386,0.929,0.2,0,2,"1"
2017-03-05,"GSW",112,35,21,0.455,0.826,0.371,1,3,"2+"
2017-03-06,"GSW",119,43,33,0.471,0.773,0.455,1,1,"0"
2017-03-08,"GSW",86,46,23,0.44,0.667,0.2,0,2,"1"
2017-03-10,"GSW",102,43,25,0.466,0.765,0.292,0,2,"1"
2017-03-11,"GSW",85,49,19,0.359,0.609,0.294,0,1,"0"
2017-03-14,"GSW",106,43,24,0.364,0.8,0.438,1,3,"2+"
2017-03-16,"GSW",122,47,36,0.575,0.522,0.385,1,2,"1"
2017-03-18,"GSW",117,44,30,0.6,0.789,0.522,1,2,"1"
2017-03-20,"GSW",111,46,28,0.482,0.762,0.455,1,2,"1"
2017-03-21,"GSW",112,46,34,0.551,0.813,0.433,1,1,"0"
2017-03-24,"GSW",114,44,37,0.494,0.889,0.323,1,3,"2+"
2017-03-26,"GSW",106,37,30,0.549,0.733,0.548,1,2,"1"
2017-03-28,"GSW",113,44,33,0.511,0.75,0.268,1,2,"1"
2017-03-29,"GSW",110,35,31,0.506,1,0.5,1,1,"0"
2017-03-31,"GSW",107,43,27,0.453,0.714,0.344,1,2,"1"
2017-04-02,"GSW",139,44,34,0.568,0.885,0.444,1,2,"1"
2017-04-04,"GSW",121,40,33,0.524,0.792,0.438,1,2,"1"
2017-04-05,"GSW",120,39,25,0.506,0.708,0.433,1,1,"0"
2017-04-08,"GSW",123,53,37,0.51,0.938,0.303,1,3,"2+"
2017-04-10,"GSW",99,42,25,0.488,0.706,0.36,0,2,"1"
2017-04-12,"GSW",109,54,26,0.456,0.682,0.333,1,2,"1"
2016-10-28,"BKN",103,52,20,0.437,0.85,0.303,1,2,"1"
2016-10-29,"BKN",108,45,23,0.44,0.821,0.324,0,1,"0"
2016-10-31,"BKN",88,45,14,0.344,0.81,0.161,0,2,"1"
2016-11-02,"BKN",109,45,27,0.539,0.824,0.481,1,2,"1"
2016-11-04,"BKN",95,46,20,0.402,0.762,0.25,0,2,"1"
2016-11-08,"BKN",119,43,20,0.553,0.885,0.364,1,4,"2+"
2016-11-09,"BKN",96,40,19,0.418,0.704,0.333,0,1,"0"
2016-11-12,"BKN",122,55,22,0.476,0.867,0.432,1,3,"2+"
2016-11-14,"BKN",95,37,18,0.442,0.773,0.303,0,2,"1"
2016-11-15,"BKN",118,47,23,0.455,0.8,0.293,0,1,"0"
2016-11-18,"BKN",105,30,19,0.422,0.8,0.379,0,3,"2+"
2016-11-20,"BKN",109,36,22,0.398,0.806,0.286,0,2,"1"
2016-11-23,"BKN",92,45,18,0.395,0.636,0.323,0,3,"2+"
2016-11-25,"BKN",97,38,24,0.456,0.609,0.324,0,2,"1"
2016-11-27,"BKN",105,42,19,0.437,0.929,0.4,0,2,"1"
2016-11-29,"BKN",127,54,22,0.433,0.667,0.342,1,2,"1"
2016-12-01,"BKN",93,40,20,0.382,0.813,0.3,0,2,"1"
2016-12-03,"BKN",103,46,21,0.374,0.727,0.268,0,2,"1"
2016-12-05,"BKN",113,50,25,0.494,0.733,0.407,0,2,"1"
2016-12-07,"BKN",116,42,18,0.482,0.806,0.346,1,2,"1"
2016-12-10,"BKN",101,47,21,0.414,0.88,0.259,0,3,"2+"
2016-12-12,"BKN",118,41,21,0.525,0.75,0.35,0,2,"1"
2016-12-14,"BKN",107,61,19,0.384,0.75,0.314,1,2,"1"
2016-12-16,"BKN",111,45,21,0.47,0.846,0.407,0,2,"1"
2016-12-18,"BKN",107,43,26,0.444,0.742,0.353,0,2,"1"
2016-12-20,"BKN",104,52,20,0.396,0.786,0.286,0,2,"1"
2016-12-22,"BKN",101,46,22,0.442,0.75,0.371,0,2,"1"
2016-12-23,"BKN",99,44,22,0.447,0.833,0.267,0,1,"0"
2016-12-26,"BKN",120,39,26,0.533,0.806,0.484,1,3,"2+"
2016-12-28,"BKN",99,37,21,0.43,0.75,0.406,0,2,"1"
2016-12-30,"BKN",95,32,18,0.432,0.84,0.4,0,2,"1"
2017-01-02,"BKN",89,44,13,0.423,0.739,0.222,0,3,"2+"
2017-01-05,"BKN",109,45,22,0.456,0.769,0.447,0,3,"2+"
2017-01-06,"BKN",108,52,21,0.451,0.895,0.3,0,1,"0"
2017-01-08,"BKN",95,40,21,0.462,0.765,0.37,0,2,"1"
2017-01-10,"BKN",97,48,22,0.402,0.739,0.345,0,2,"1"
2017-01-12,"BKN",95,50,22,0.412,0.545,0.214,0,2,"1"
2017-01-13,"BKN",113,35,26,0.465,0.8,0.472,0,1,"0"
2017-01-15,"BKN",112,38,29,0.441,0.789,0.341,0,2,"1"
2017-01-17,"BKN",109,41,20,0.449,0.917,0.269,0,2,"1"
2017-01-20,"BKN",143,52,24,0.578,0.914,0.5,1,3,"2+"
2017-01-21,"BKN",105,40,30,0.432,0.8,0.415,0,1,"0"
2017-01-23,"BKN",86,38,14,0.395,0.944,0.2,0,2,"1"
2017-01-25,"BKN",106,33,20,0.438,0.885,0.371,0,2,"1"
2017-01-27,"BKN",116,37,23,0.494,0.875,0.485,0,2,"1"
2017-01-28,"BKN",109,40,20,0.482,0.8,0.333,0,1,"0"
2017-01-30,"BKN",96,53,16,0.425,0.818,0.154,0,2,"1"
2017-02-01,"BKN",90,49,17,0.42,0.688,0.2,0,2,"1"
2017-02-03,"BKN",97,44,20,0.372,0.957,0.393,0,2,"1"
2017-02-05,"BKN",95,42,19,0.421,0.857,0.382,0,2,"1"
2017-02-07,"BKN",107,45,26,0.453,0.81,0.333,0,2,"1"
2017-02-08,"BKN",110,55,20,0.418,0.694,0.273,0,1,"0"
2017-02-10,"BKN",99,48,19,0.432,0.75,0.4,0,2,"1"
2017-02-13,"BKN",103,32,23,0.463,0.833,0.324,0,3,"2+"
2017-02-15,"BKN",125,42,30,0.523,0.826,0.389,0,2,"1"
2017-02-24,"BKN",109,42,27,0.494,0.548,0.333,0,9,"2+"
2017-02-25,"BKN",95,52,25,0.404,0.647,0.286,0,1,"0"
2017-03-01,"BKN",109,43,16,0.459,0.833,0.393,1,4,"2+"
2017-03-03,"BKN",97,42,12,0.404,0.75,0.233,0,2,"1"
2017-03-04,"BKN",116,31,24,0.523,0.706,0.467,0,1,"0"
2017-03-06,"BKN",122,41,16,0.534,0.789,0.467,1,2,"1"
2017-03-08,"BKN",105,40,28,0.463,0.8,0.333,0,2,"1"
2017-03-10,"BKN",96,35,23,0.436,0.826,0.29,0,2,"1"
2017-03-12,"BKN",120,55,23,0.46,0.724,0.5,1,2,"1"
2017-03-14,"BKN",104,32,20,0.465,0.867,0.5,0,2,"1"
2017-03-16,"BKN",121,51,19,0.477,0.829,0.313,1,2,"1"
2017-03-17,"BKN",95,41,23,0.361,0.8,0.314,0,1,"0"
2017-03-19,"BKN",104,41,16,0.431,0.763,0.419,0,2,"1"
2017-03-21,"BKN",98,46,22,0.432,0.632,0.345,1,2,"1"
2017-03-23,"BKN",126,61,25,0.453,0.762,0.276,1,2,"1"
2017-03-24,"BKN",108,38,24,0.524,0.731,0.2,0,1,"0"
2017-03-26,"BKN",107,50,21,0.442,0.833,0.273,1,2,"1"
2017-03-28,"BKN",101,50,22,0.404,0.667,0.281,0,2,"1"
2017-03-30,"BKN",89,46,17,0.38,0.75,0.323,0,2,"1"
2017-04-01,"BKN",121,44,26,0.532,0.813,0.258,1,2,"1"
2017-04-02,"BKN",91,51,21,0.39,0.85,0.303,1,1,"0"
2017-04-04,"BKN",141,36,36,0.64,0.879,0.516,1,2,"1"
2017-04-06,"BKN",107,39,21,0.46,0.727,0.367,0,2,"1"
2017-04-08,"BKN",107,44,24,0.424,0.792,0.323,1,2,"1"
2017-04-10,"BKN",105,49,18,0.36,0.897,0.258,0,2,"1"
2017-04-12,"BKN",73,48,17,0.326,0.778,0.091,0,2,"1"
2016-10-27,"SAC",94,40,22,0.4,0.842,0.3,0,1,"0"
2016-10-29,"SAC",106,31,24,0.459,0.76,0.346,1,2,"1"
2016-10-31,"SAC",95,38,26,0.48,0.684,0.435,0,2,"1"
2016-11-01,"SAC",96,53,12,0.382,0.852,0.217,0,1,"0"
2016-11-03,"SAC",94,39,17,0.475,0.647,0.389,0,2,"1"
2016-11-05,"SAC",91,36,27,0.393,0.789,0.357,0,2,"1"
2016-11-06,"SAC",96,47,21,0.436,0.742,0.313,1,1,"0"
2016-11-08,"SAC",102,39,24,0.481,0.8,0.32,1,2,"1"
2016-11-10,"SAC",91,43,18,0.4,0.75,0.381,0,2,"1"
2016-11-11,"SAC",120,48,18,0.489,0.8,0.286,0,1,"0"
2016-11-16,"SAC",105,46,21,0.474,0.774,0.45,0,5,"2+"
2016-11-18,"SAC",115,37,21,0.442,0.829,0.385,0,2,"1"
2016-11-20,"SAC",102,37,26,0.444,0.76,0.407,1,2,"1"
2016-11-23,"SAC",116,46,26,0.468,0.941,0.429,1,3,"2+"
2016-11-25,"SAC",104,37,24,0.488,0.81,0.281,0,2,"1"
2016-11-27,"SAC",122,45,24,0.535,0.773,0.565,1,2,"1"
2016-11-28,"SAC",95,44,20,0.409,0.615,0.143,0,1,"0"
2016-12-02,"SAC",92,51,22,0.375,0.8,0.231,0,4,"2+"
2016-12-04,"SAC",98,51,18,0.32,0.871,0.321,0,2,"1"
2016-12-07,"SAC",120,40,28,0.56,0.762,0.455,1,3,"2+"
2016-12-09,"SAC",100,39,24,0.402,0.852,0.25,0,2,"1"
2016-12-10,"SAC",84,34,17,0.378,0.538,0.346,0,1,"0"
2016-12-12,"SAC",116,47,23,0.56,0.571,0.435,1,2,"1"
2016-12-14,"SAC",98,40,27,0.424,0.818,0.344,0,2,"1"
2016-12-16,"SAC",96,45,18,0.388,0.73,0.292,1,2,"1"
2016-12-18,"SAC",79,42,16,0.395,0.647,0.258,0,2,"1"
2016-12-20,"SAC",126,31,20,0.556,0.837,0.435,1,2,"1"
2016-12-21,"SAC",94,41,13,0.459,0.667,0.476,1,1,"0"
2016-12-23,"SAC",109,34,27,0.525,0.714,0.517,1,2,"1"
2016-12-26,"SAC",102,42,24,0.448,0.81,0.28,1,3,"2+"
2016-12-28,"SAC",89,39,20,0.392,0.783,0.321,0,2,"1"
2016-12-31,"SAC",98,39,17,0.431,0.893,0.393,0,3,"2+"
2017-01-03,"SAC",120,33,26,0.523,0.944,0.379,1,3,"2+"
2017-01-04,"SAC",102,26,26,0.513,0.824,0.4,0,1,"0"
2017-01-06,"SAC",98,50,23,0.414,0.773,0.3,0,2,"1"
2017-01-08,"SAC",106,31,21,0.486,0.793,0.393,0,2,"1"
2017-01-10,"SAC",100,45,21,0.438,0.793,0.565,1,2,"1"
2017-01-13,"SAC",108,42,23,0.525,0.789,0.36,0,3,"2+"
2017-01-15,"SAC",118,44,24,0.457,0.875,0.36,0,2,"1"
2017-01-18,"SAC",100,36,28,0.486,0.778,0.429,0,3,"2+"
2017-01-20,"SAC",91,35,18,0.408,0.719,0.207,0,2,"1"
2017-01-21,"SAC",99,40,20,0.44,0.762,0.346,0,1,"0"
2017-01-23,"SAC",109,43,25,0.488,0.769,0.429,1,2,"1"
2017-01-25,"SAC",116,47,29,0.453,0.864,0.355,1,2,"1"
2017-01-27,"SAC",111,43,22,0.5,0.778,0.52,0,2,"1"
2017-01-28,"SAC",109,38,27,0.519,0.615,0.407,1,1,"0"
2017-01-30,"SAC",119,33,31,0.554,0.828,0.448,0,2,"1"
2017-01-31,"SAC",83,45,22,0.349,0.577,0.276,0,1,"0"
2017-02-03,"SAC",103,43,23,0.447,0.773,0.37,0,3,"2+"
2017-02-04,"SAC",109,46,25,0.489,0.842,0.304,1,1,"0"
2017-02-06,"SAC",107,40,27,0.519,0.875,0.393,0,2,"1"
2017-02-08,"SAC",108,40,24,0.5,0.933,0.4,1,2,"1"
2017-02-10,"SAC",108,39,27,0.475,0.667,0.5,1,2,"1"
2017-02-12,"SAC",105,46,23,0.449,0.889,0.355,1,2,"1"
2017-02-14,"SAC",97,38,23,0.493,0.72,0.292,1,2,"1"
2017-02-15,"SAC",86,50,23,0.371,0.765,0.292,0,1,"0"
2017-02-23,"SAC",116,46,26,0.523,0.895,0.5,1,8,"2+"
2017-02-25,"SAC",85,41,18,0.392,0.8,0.393,0,2,"1"
2017-02-27,"SAC",88,42,23,0.439,0.667,0.353,0,2,"1"
2017-03-01,"SAC",100,38,12,0.432,0.864,0.5,0,2,"1"
2017-03-05,"SAC",109,37,24,0.518,0.75,0.471,0,4,"2+"
2017-03-06,"SAC",96,40,20,0.434,0.857,0.375,0,1,"0"
2017-03-08,"SAC",104,42,20,0.488,0.813,0.368,0,2,"1"
2017-03-10,"SAC",122,40,27,0.478,0.786,0.522,0,2,"1"
2017-03-11,"SAC",92,41,24,0.439,0.6,0.348,0,1,"0"
2017-03-13,"SAC",120,41,24,0.537,0.762,0.533,1,2,"1"
2017-03-15,"SAC",107,48,22,0.481,0.735,0.429,1,2,"1"
2017-03-18,"SAC",94,35,16,0.412,0.826,0.238,0,3,"2+"
2017-03-19,"SAC",102,40,29,0.494,0.765,0.7,0,1,"0"
2017-03-22,"SAC",98,37,19,0.488,0.6,0.385,0,3,"2+"
2017-03-24,"SAC",100,37,27,0.482,0.769,0.476,0,2,"1"
2017-03-26,"SAC",98,46,23,0.452,0.692,0.464,1,2,"1"
2017-03-27,"SAC",91,36,16,0.463,0.767,0.24,1,1,"0"
2017-03-29,"SAC",82,32,14,0.453,0.667,0.133,0,2,"1"
2017-03-31,"SAC",89,52,18,0.389,0.765,0.3,0,2,"1"
2017-04-01,"SAC",123,40,27,0.564,0.727,0.579,1,1,"0"
2017-04-04,"SAC",98,51,17,0.444,0.824,0.545,1,3,"2+"
2017-04-07,"SAC",94,40,27,0.507,0.769,0.4,0,3,"2+"
2017-04-09,"SAC",128,38,26,0.5,0.833,0.29,0,2,"1"
2017-04-11,"SAC",129,55,28,0.518,0.791,0.474,1,2,"1"
2017-04-12,"SAC",95,37,27,0.494,0.714,0.455,0,1,"0"
2016-10-29,"ATL",104,47,31,0.494,0.652,0.25,1,2,"1"
2016-10-31,"ATL",106,43,24,0.418,0.617,0.367,1,2,"1"
2016-11-02,"ATL",116,37,30,0.482,0.793,0.344,0,2,"1"
2016-11-04,"ATL",92,47,22,0.386,0.639,0.2,0,2,"1"
2016-11-05,"ATL",112,44,29,0.529,0.583,0.4,1,1,"0"
2016-11-08,"ATL",110,50,22,0.506,0.708,0.379,1,3,"2+"
2016-11-09,"ATL",115,48,24,0.506,0.815,0.45,1,1,"0"
2016-11-12,"ATL",117,52,31,0.505,0.571,0.406,1,3,"2+"
2016-11-15,"ATL",93,35,18,0.463,0.684,0.353,1,3,"2+"
2016-11-16,"ATL",107,39,29,0.486,0.871,0.313,1,1,"0"
2016-11-18,"ATL",96,49,25,0.464,0.647,0.25,0,2,"1"
2016-11-20,"ATL",94,48,17,0.4,0.69,0.286,0,2,"1"
2016-11-22,"ATL",94,40,22,0.459,0.6,0.345,0,2,"1"
2016-11-23,"ATL",96,56,17,0.424,0.864,0.25,1,1,"0"
2016-11-25,"ATL",68,40,11,0.313,0.667,0.32,0,2,"1"
2016-11-27,"ATL",94,38,25,0.443,0.4,0.343,0,2,"1"
2016-11-28,"ATL",100,50,20,0.424,0.7,0.241,0,1,"0"
2016-11-30,"ATL",107,40,20,0.506,0.8,0.36,0,2,"1"
2016-12-02,"ATL",85,32,22,0.364,0.75,0.25,0,2,"1"
2016-12-03,"ATL",84,38,21,0.398,0.5,0.25,0,1,"0"
2016-12-05,"ATL",99,36,26,0.442,0.75,0.318,0,2,"1"
2016-12-07,"ATL",103,47,27,0.489,0.867,0.211,1,2,"1"
2016-12-09,"ATL",114,46,32,0.476,0.759,0.353,1,2,"1"
2016-12-13,"ATL",120,45,29,0.506,0.905,0.393,0,4,"2+"
2016-12-16,"ATL",125,44,26,0.535,0.688,0.44,1,3,"2+"
2016-12-17,"ATL",99,47,26,0.465,0.563,0.385,0,1,"0"
2016-12-19,"ATL",110,35,24,0.547,0.792,0.391,1,2,"1"
2016-12-21,"ATL",84,35,19,0.415,0.692,0.269,0,2,"1"
2016-12-23,"ATL",109,40,26,0.43,0.818,0.32,1,2,"1"
2016-12-26,"ATL",90,46,20,0.422,0.706,0.25,0,3,"2+"
2016-12-28,"ATL",102,55,19,0.366,0.778,0.259,1,2,"1"
2016-12-30,"ATL",105,44,29,0.443,0.76,0.308,1,2,"1"
2017-01-01,"ATL",114,46,25,0.457,0.593,0.5,1,2,"1"
2017-01-04,"ATL",111,39,27,0.543,0.722,0.526,1,3,"2+"
2017-01-05,"ATL",99,55,23,0.422,0.824,0.391,1,1,"0"
2017-01-07,"ATL",97,47,19,0.405,0.813,0.5,1,2,"1"
2017-01-10,"ATL",117,53,25,0.478,0.579,0.304,1,3,"2+"
2017-01-13,"ATL",101,43,22,0.429,0.857,0.367,0,3,"2+"
2017-01-15,"ATL",111,37,29,0.525,0.778,0.5,1,2,"1"
2017-01-16,"ATL",108,36,26,0.46,0.696,0.375,1,1,"0"
2017-01-18,"ATL",95,32,22,0.385,0.784,0.24,0,2,"1"
2017-01-20,"ATL",102,40,23,0.476,0.789,0.409,1,2,"1"
2017-01-21,"ATL",110,47,24,0.495,0.565,0.35,1,1,"0"
2017-01-23,"ATL",105,40,28,0.42,0.846,0.31,0,2,"1"
2017-01-25,"ATL",119,39,29,0.518,0.842,0.567,1,2,"1"
2017-01-27,"ATL",86,41,18,0.361,0.68,0.29,0,2,"1"
2017-01-29,"ATL",142,64,36,0.437,0.7,0.323,1,2,"1"
2017-02-01,"ATL",93,43,13,0.395,0.857,0.269,0,3,"2+"
2017-02-02,"ATL",113,56,26,0.518,0.739,0.267,1,1,"0"
2017-02-04,"ATL",113,48,28,0.526,0.778,0.357,1,2,"1"
2017-02-06,"ATL",95,30,16,0.446,0.719,0.353,0,2,"1"
2017-02-08,"ATL",117,48,31,0.505,0.833,0.296,1,2,"1"
2017-02-10,"ATL",107,37,19,0.507,0.774,0.367,0,2,"1"
2017-02-13,"ATL",109,52,20,0.386,0.771,0.286,1,3,"2+"
2017-02-15,"ATL",84,45,20,0.405,0.684,0.269,0,2,"1"
2017-02-24,"ATL",90,45,14,0.38,0.667,0.3,0,9,"2+"
2017-02-25,"ATL",86,48,21,0.376,0.538,0.32,0,1,"0"
2017-02-27,"ATL",114,55,22,0.484,0.8,0.24,1,2,"1"
2017-03-01,"ATL",100,34,24,0.563,0.75,0.476,1,2,"1"
2017-03-03,"ATL",130,43,30,0.538,0.733,0.385,0,2,"1"
2017-03-05,"ATL",96,44,21,0.442,0.613,0.333,0,2,"1"
2017-03-06,"ATL",111,47,19,0.463,0.71,0.464,0,1,"0"
2017-03-08,"ATL",110,47,19,0.432,0.75,0.2,1,2,"1"
2017-03-10,"ATL",105,45,24,0.52,0.655,0.364,1,2,"1"
2017-03-11,"ATL",107,46,22,0.5,0.769,0.5,1,1,"0"
2017-03-13,"ATL",99,36,27,0.457,0.633,0.273,0,2,"1"
2017-03-16,"ATL",91,38,19,0.408,0.735,0.296,0,3,"2+"
2017-03-18,"ATL",97,35,22,0.364,0.813,0.269,0,2,"1"
2017-03-20,"ATL",90,45,26,0.44,0.4,0.324,0,2,"1"
