"GAME_DATE_EST","Team","PTS","REB","AST","FG_PCT","FT_PCT","FG_3_PCT","WIN","rest_days","rest_category"
2017-03-22,"ATL",100,44,20,0.395,0.828,0.32,0,2,"1"
2017-03-24,"ATL",97,49,20,0.41,0.875,0.364,0,2,"1"
2017-03-26,"ATL",92,58,16,0.347,0.594,0.185,0,2,"1"
2017-03-28,"ATL",95,51,24,0.4,0.724,0.222,1,2,"1"
2017-03-29,"ATL",99,47,19,0.425,0.846,0.5,1,1,"0"
2017-04-01,"ATL",104,45,25,0.444,0.765,0.393,0,3,"2+"
2017-04-02,"ATL",82,44,19,0.375,0.652,0.292,0,1,"0"
2017-04-06,"ATL",123,52,26,0.494,0.706,0.478,1,4,"2+"
2017-04-07,"ATL",114,42,39,0.506,1,0.432,1,1,"0"
2017-04-09,"ATL",126,45,31,0.468,0.784,0.29,1,2,"1"
2017-04-11,"ATL",103,50,30,0.519,0.778,0.259,1,2,"1"
2017-04-12,"ATL",86,37,19,0.417,0.789,0.379,0,1,"0"
